In;Out;Duration;ID;Text;Phase;Subphase;Context;Chain;Origin;From;To
0.19.50;0.20.05;0.00.15;53;あの 自然 に 触れ合い たい っていう 人 たち も たくさん 都会の方 とか 来る ん です が 自然 は もう すでに 十分 満喫 し て いる ので あえて は 茅野市民 は あんまり 行か ない か な と 思い ます。;discussion;d;O;12;52;S;H
0.20.06;0.20.17;0.00.11;54;あ そう な ん です ね。 逆に 日頃 の そ の 自然 に 触れ合う 機会 って 例えば どういう ところ が ある ん です か。;discussion;d;Q;13;53;K;S
0.20.18;0.20.55;0.00.37;55;周り が すでに 自然 溢れ て ます。 全然 茅野市は ちょっと 歩け ば あの 山 が あっ たり 川 が あっ たり 湖 が ある 環境 に ある ので 自分 は割と 街 の 中 に 住ん で い ます が 街 の 中 に も 十分 緑 が あり ます ので あ あ ウォーキング 等 を さ れる 方 は あの 別に どこ か へ 行く っていう わけ で も なく 茅野 市内 どこ でも 普通 に 歩い て いれ ば 緑 が ある っていう よう な 環境 に は そんな 感じ の ところ です ね。;discussion;d;A;14;54;S;K
0.20.55;0.21.02;0.00.06;56;すごい なんか めちゃくちゃ 魅力 的 だ な って 思い まし た 笑 ありがとうございます;discussion;d;ET;15;55;K;S
0.21.03;0.21.04;0.00.01;57;ありがとう ござい ます。;discussion;d;T;16;56;S;K
0.22.55;0.23.20;0.00.25;58;ほっとして茅野 って 昨日聞いた時に 調べ て み た んですけど ちょっと 農作業 以外 に 工芸 とか スポーツ みたい な こと が できる って 知っ た の は ちょっと あんまり 詳しく 載っ て なく て 例えば どういう 工芸 が ある の か って 教え て いただけ ます か;discussion;d;Q;1;58;K;S
0.23.22;0.24.08;0.00.46;59;工芸 です ね。 工芸については ちょっと 自分 も はっきり わかっ て ない ん です が 木材 林業 等 に 絡ん で いる 人 たち が 出 て も 木工細工 とか そういった こと とか を する 体験 とか あと 土偶 縄文 が 文化 が 盛ん な ので と いう か で ある ので 土偶 やら そういった こと を やる。 工芸 品 を 扱っ てる ところ は ある ので そこ と マッチング し てる ん じゃ ない か な と は 思い ます スポーツ について は もう 多分ん いい スノーシュー とか ウィンタースポーツ の 関係 で 多く マッチング し てる って いう の は 聞い て い ます。;discussion;d;A;2;58;S;K
0.24.10;0.24.12;0.00.01;60;はい ありがとう ござい ます。;discussion;d;T;3;59;K;S
0.26.01;0.26.16;0.00.15;61;昨日 の 上山 さん が ホタル が 観察 できる 公園 に 言って くださっ た と 思う ん です が それ って 結構 その 周り に は 結構 どういう の が あっ たり する ん です か。;discussion;d;Q;1;61;H;T
0.26.30;0.26.35;0.00.06;62;たり って いう の は 何 か 思い当たる こと あり ます か。;discussion;d;Q;2;61;T;H
0.26.44;0.26.54;0.00.10;63;ホタル を 見 に。 行く っていう 感じ です か なんか。 昨日 調べ た ん です けど。;discussion;d;Q;3;62;H;T
0.27.02;0.27.41;0.00.39;64;歩い て い て 見つけ た ん です けど だから 何 か 見 に 行っ た っていう 感覚 じゃ なかっ た ん です けど 茅野 市 の 運動公園 っていう ところ も 歩い て い たら 見つけ た ので もしか し たら 運動公園 っていう ところ の 川 と 緑 で いる ん じゃ ない か な って 思い まし た。;discussion;d;A;4;63;T;H
0.29.36;0.30.09;0.00.33;65;なんかあの ホームページ で 長野 の もの づくり 諏訪県 ガイド っていう ホームページ が ある と 思う ん です けど すごい 面白い な って に 近い 全然 全部 見切れ なく て なんかそ の。 中 から 諏訪市的に推せるような 何 か 会社 が あっ たり し ます か 技術 だっ たり;discussion;d;Q;1;65;K;S
0.30.12;0.31.02;0.00.50;66;技術 で いう と やはり やっぱり 企業 的 に は セイコーエプソン っていう の が やっぱり 一番 すぐ 出 て くる ところ な の か な と 思っ て ます ね。 直近 で 行く と ディスコ が 茅野 市 に 工場 を 建て て いる ので 今 茅野 市 で ちょっと 法人 の 中 で 一番 すぐ 名前 が 挙がっ て くるというと やっぱ ディスコ っていう ところ か な っていう ところ な ん です が 全国 的 な 会社 で ある ので みなさん よく ご存知 の 会社 だ と 思う ん です が その 工場 が あり ます っていう ところ ディスコ セイコー やっぱ 精密 関係 の もの な の か な っていう 風 に 思っ て ます 笑 それ って のっ て ます か。;discussion;d;OQ;2;65;S;K
0.31.03;0.31.15;0.00.12;67;ちょっと 今 探し て いる ん です けど。それ って 具体 的 に どういう 技術 なんですか;discussion;d;Q;3;66;K;S
0.31.17;0.31.26;0.00.09;68;えーっと です ね。 あの ディスコ とか で ありと 基板 を 作っ たり し てる ん です よ ね 。;discussion;d;A;4;67;S;K
0.33.40;0.33.53;0.00.13;69;先ほど 町中 で も 見渡せば は 自然 が いっぱい っていう の を 聞き た ん です けど 街 中 の 移動って 歩く 人 が 多い です か それとも バス とか を 使う 人 の 方 が 多いんですか;discussion;d;Q;5;69;K;S
0.33.56;0.34.42;0.00.47;70;今 は 大人 で あれ ば 車 が 殆ど です ただ あ の 人口 の まあ 高齢化 っていう 部分 で 今 茅野市でここ 数 年 と いう か 取り組み さ れ て いる の か オンデマンド の 乗り合い バス タクシー っていう もの を 活用 し て のらざあ っていう もの が あり ます。 それ のらざあ は 全部 平仮名 な ん です けど それ が です ね 茅野市が 今 進め て いる オンデマンド の 公共 交通 と いう か その 仕組み づくり に 今 取り組ん で いる という ところ です。;discussion;d;A;6;69;S;K
0.34.43;0.34.46;0.00.03;71;取り組ん で いる っていう の は 実際 に 導入 さ れ てる;discussion;d;Q;7;70;K;S
0.34.47;0.35.47;0.01.00;72;実証 実験 段階 です ね。 はい どれ ぐらい の 時間 帯 や どう いっ た 層 に ニーズ が ある の か って いう の を 調べ て は い て ただ あ の 学生 の や お 年寄り の 送り迎え という ところ で 働き 盛り の 人 たち の 負担 を 軽減 する と いう か 何 度 も 往復 し なく て 済む よう に っていう よう な 取り組み で 今 ターゲット に し てる の は 学生 と 高齢 者 に 一応 ターゲット に し て 取り組ん で は い ます 中間 点 の 設定 も その へん の 時間 帯 に 設定 し て 実証 実験 を やっ て いる ので 今後 ニーズ が 出 て くれ ば 通勤 通学 に も 使える という よう な 仕組み に 変わっ て いく ん じゃ ない か な って 今 そんな 今 取り組み を し て いる 最中 です;discussion;d;A;8;71;S;K
0.35.49;0.35.50;0.00.01;73;ありがとう ございす。;discussion;d;T;9;72;K;S
0.35.53;0.36.01;0.00.09;74;具体的に オンデマンド の 乗り合いバスって どういう こと です か。 普通 の バス と どう 違う ん です か;discussion;d;Q;10;73;M;S
0.36.02;0.37.04;0.01.03;75;えーと です ね。 えーと バス について は 基本 的 に は 決め られ た 時間 帯 に 出 て ます ね タック タクシー の イメージ が 強い です えーと ただ タクシー だ と。 行き先 を 言っ て その 行き先 に ドアtoドア っていう のいう か。 うん たどり着く ん です けど そう じゃ なく て 同じ 方向 を 目指し てる 人 たち が 同じ 時間 帯 に こう アプリ を 使っ て 予約 し て その 近く まで こう 乗っ て 行く っていう よう な 感じ で ただ 料金 的 に は 安い です 100 円 とか 200 円 とか で 動い て くれる っていう よう な えーと それで オンデマンド タクシー 的 な バス と いい ながら 持っ て た の 10 人 乗り くらい の もの とか の イメージ で バス と いう より か どっち か タクシー の イメージ が 近い です;discussion;d;A;11;74;S;M
0.37.06;0.37.17;0.00.11;76;その 時間 とか って その 乗る 人 によって 場所 とか も 違う 一緒 に 何 か その ピッタリ に つい たり とか 大丈夫なんですか;discussion;d;Q;12;75;M;S
0.37.19;0.38.14;0.00.55;77;か。 えーと です ね それ が えーと うん 茅野市 で 導入 し てる の が VIA 社 が 使っ て いる そう です ね 仕組み を 使っ てる ん です が AI 上 で 最適 な ルート 予約 が あっ た 人 たち の の 中 から ルート を 検索 し て です ね どの ルート で 行け ば みんな が 都合 が 良く 動い て くれる の か と AI 上 で ルート を 決め て くれ ます それ は 運転 士 さん が 何 人 か いる ので その 一番 近く に いる 人 が そこ に 向かう っていう よう な 仕組み の よう です。 ただ 今現状だと 乗り合い と いい ながら も 乗り合い に なっ て いる か どう か は わから ない ん です が ニーズ が ある か どう か わから ない ん です が そこ も 含め て 今茅野市 で は 検証 し てる という よう な 段階 で あり ます;discussion;d;A;13;76;S;M
0.38.15;0.38.17;0.00.01;78;ありがとう ござい ます。;discussion;d;T;14;77;M;S
0.42.53;0.42.59;0.00.06;79;ガラス 工芸 っていう の は お 土産 とか に 選ば れる もの な ん ですか;discussion;d;Q;1;78;H;S
0.43.03;0.43.26;0.00.22;80;それ あの諏訪に ガラス の 里 っていう それこそ 工芸 の 体験 が でき たり する 場所 が あり ます。 そこ は ガラス 細工 とか が 有名 な ので わり と 諏訪 の お 土産 として は。 多い か と 思い ます。;discussion;d;A;2;79;S;H
0.43.29;0.43.33;0.00.04;81;おうひんとかですか。 ペン とか 風鈴 とか;discussion;d;Q;3;80;H;S
0.43.34;0.43.44;0.00.10;82;そう です ね 自分 も そんなに 行っ た こと が ない の って アレ な ん です か ガラス にまつわる もの なら 何 でも も という ところ で は ない か と 思い ます。;discussion;d;A;4;81;S;H
0.43.47;0.43.47;0.00.00;83;ありがとうございます;discussion;d;T;5;82;H;S
0.45.24;0.45.30;0.00.06;84;だいたい いい 感じ です か。;discussion;d;Q;6;84;H;all
0.45.33;0.45.37;0.00.04;85;青 は あれ です か みなさん も 共有 さ れ たんですか たくさん 出 て みたい です けど。.;plan;i;Q;1;85;I;
0.45.40;0.45.44;0.00.03;86;あ 今 とりあえず 出す って 感じ です.;plan;a;A;2;85;H;I
0.45.44;0.48.06;0.02.22;87;これから 共有 する って 感じ です か。 じゃあ 共有 し て から で も 構わ ない ん だ けれども どちら か と いう と 青 は 今 は 一般 論 で 青 を 出し て き て いる と 思う ん だ よ ね でも 大切 な こと は 皆さん が スタート アップ 会社 作っ て 事業 を 新しい 事業 を 興し て その リソース を 活用 する わけ じゃ ない です か で どんな ニーズ が ある か って いう の も 既に わかっ て て ね 一般 論 として の 青 は 今 出 て て たくさん ある ん だ けれども やっぱり じゃあ 皆さん は 誰 な ん です か っていう ね どんな 人 たち な ん です か 何 を やろ う と し てる ん です か みなさん の パッション は どこ に ある んですか って つまり 上 の オレンジ 少し 議論 し て 自分 たち が 起こす スタート アップ は どんな 特徴 を 持っ た 企業 に なり そう なれる の か それ によって だ と し たら どんな 青 が 必要 か っていう 視点 も 出 て くる と 思う ん だ よ ね そうすると 自分 事 として 今度 青 を 見 て みる と 何 か 抜け てる もの が あっ たり もっと 深く 知ら なきゃ いけ ない もの が あっ たり 同じ 青 で も さ まぁ どれ も 素敵 な 青 な ん だ けど 自分 たち にとって 重要 な 青 が 出 て くる と 思う ん だ よ ね 例えば こう あの 諏訪 諏訪 市 茅野 市 この 数 は エリア に は 何 か こう 言う 有力 な 有望 な 企業 が たくさん あっ て 何 か 精密 企業 工業 生産 額 が 長野 県 何とかかんとか って 書い て ある ん です か もう ちょっと 具体 的 に どんな 企業 が あっ て どんな 技術 が あっ て どんな 製品 作っ て るのかまで 知ら ない と たぶん そういう ところ と コラボ しよ う と 思っ たら で 知ら ない と それ は 話 が 進ま ない と 思う ん だ よ ね その ため に は 自分 ごと として 捉える 必要 が あっ て まず 自分 たち は 何 誰 な の か どんな 強み を 持っ て いる の か どんな パッション を 持っ て いる の か どんな こと を 目指し て いる の か その 辺 オレンジ を 議論 する と 何 か 深 掘り する べき 青 が 明確 に なっ て くる って こと も ある ので この タイミング で 少し オレンジ も 議論 し たら どう か な って 思い ます。 いかが でしょ う か.;plan;i;P;3;86;I;
0.48.08;0.48.08;0.00.00;88;あり がとうございます;plan;a;T;4;87;H;I
0.48.16;0.48.23;0.00.07;89;じゃあ 青 を もう ひと とおり 見 て い って 感じ です か ね.;plan;a;O;5;88;H;all
0.48.23;0.48.23;0.00.00;90;。 もっと 詳しく 知り たい ところ を 質問 する くらい で チェック し ちゃっ て いい 気もします。 繋げて試すか;plan;a;O;6;89;K;all
0.48.59;0.49.13;0.00.14;91;例えば この 学校 ありがとう ございます。 農業 産出 額 が 高い っていう 野菜 って 具体 的 に どういう 野菜 だっ たり し ます か;discussion;d;O;1;91;K;M
0.49.14;0.49.40;0.00.26;92;あー何 か。 あんな 有名 な の は パセリ とか セロリ な ん です けど その 具体 的 に どんな 野菜 って いう より も 全国 的 に は その 農業産出額が 下がっ てる のに 何 か 茅野市 で は どんどん上がっ てる みたい な 記事 が あっ て 具体的 に どんな 野菜 か って いう の は ちょっと 調べ て み ます。;discussion;d;O;2;91;M;K
0.49.42;0.49.42;0.00.00;93;ありがとうございます;discussion;d;T;3;92;K;M
0.50.21;0.50.25;0.00.03;94;もし 藤澤さん とか ご存じ でし たら 教えていただきたいんですけど;discussion;d;Q;4;93;K;S
0.50.31;0.51.14;0.00.44;95;先 ほど の 農業 の 話ですか やはり有名な の は パセリ セロリ といった もの の ほか に だと 高原 野菜 は やっぱり 有名 です。 全国 的 に な の か は 分から ない ん です が 有名 です やはりあと あと 食 に 絡ん で いく と お 蕎麦 生産 量 とか 別 に し て お 蕎麦 に 関わる 事業 っていう か 取り組み っていう の は 茅野 市 として も 農林 課 等 が 進め て いる もの の 中 に 入っ て いる ので そういった もの も 有名 な の か な と は 思い ます。;discussion;d;A;5;94;S;K
0.51.16;0.51.20;0.00.04;96;うん え そういう 土地 を 今 広げよ う と し てる って こと です か;discussion;d;Q;6;95;K;S
0.51.21;0.52.00;0.00.39;97;逆 に 土地 を 広げる と いう か その 土地 は 十分 ある ので 今 ちょっと 空い てる ところ とか を 活用 し て できる 一番 手頃 の もの として は やっぱり お 蕎麦 っていう の は どんな ところでも わり と できる の って いい の か な っていう ところ で ちょうど 茅野市 の 紹介 ビデオ で 流さ せ て いただい た ん です が 寒晒し そば とか って 言っ た お 蕎麦 そば の 中 に も いろいろ あっ て そういった もの を 茅野 市 の 特色 として 売り出し て いこ う っていう の は お 蕎麦 屋 さん の 中 に も あり ます。 うん 今。;discussion;d;A;7;96;S;K
0.52.06;0.52.19;0.00.12;98;それ って 何 か 使わ れ なく なっ た 畑 とか を 再 利用 みたい な 考え方 だっ たり し ます か;discussion;d;Q;8;97;K;S
0.52.20;0.53.12;0.00.52;99;です ね 使わ れ なく なっ た 土地 の 利用 っていう の も ある か と 思う ん です が そもそも それ を やる 人 が 減っ て いる っていう の が 大きな 問題 として あっ て そこ に も ひょっとしたら 都会 の 人 たち が 農業 の 農業 を 茅野 市 で やっ て み たい っていう 移住 の 部分 も 受け皿 に なり 得る ところ な の か な っていう たぶん 土地 は たくさん あり ます ただ そこ を 耕し て くれる と いう か 耕作 し て くれる 人 たち が 今 不足 し て いる っていう の は ある の か な っていう ふう に ちょっと すみません 農業 の 分野 あんまり 疎く て いけ ない ん です が そんな 感覚 は 持っ て ます;discussion;d;A;9;98;S;K
0.53.13;0.53.14;0.00.01;100;ありがとう ござい ます んで;discussion;d;T;10;99;K;S
0.53.17;0.53.44;0.00.27;101;今 調べ た ん です けど いったん 先程 おっしゃっ て た 高原 野菜 が いい 高原 キャベツ たてしな 大根 仁 セロリ レタス カリフラワー とか も。 人 結構 作ら れ てる みたい;discussion;d;R;11;101;M;K
0.53.46;0.53.46;0.00.00;102;ありがとうございます;discussion;d;T;12;101;K;M
0.53.49;0.54.18;0.00.29;103;茅野 市 で しか 見ることが が でき ない 珍しい 野菜 とか も あっ て 信州の 伝統 野菜 として 選定 さ れ た 糸萱かぼちゃ 諏訪 紅 かぶ の 2 つ が 何 か 購入 は 難しい らしい ん です けど その 使用 し て いる レストラン とか 加工 品 を 販売 し てる 店舗 が ある 見 たい です;discussion;d;R;13;102;M;K
0.54.18;0.54.18;0.00.00;104;すごいありがとうございます;discussion;d;T;14;103;K;M
0.54.44;0.54.46;0.00.02;105;糸萱 かぼちゃ と.;discussion;d;O;15;104;H;M
0.54.47;0.55.00;0.00.13;106;糸萱かぼちゃと諏訪紅かぶ　が 信州 の 伝統 野菜 紙 です。;discussion;d;O;16;105;M;H
0.55.06;0.55.08;0.00.02;107;確かに に 何 か 見た目 が ちょっと.;discussion;d;O;17;106;H;M
0.55.11;0.55.12;0.00.01;108;どんな 感じ で ですかね 。.;discussion;d;Q;18;107;M;H
0.55.15;0.55.36;0.00.21;109;なんか かぼちゃ がどっちかという と。 何 か 色 が 薄い と いう か;discussion;d;O;19;108;H;M
0.55.51;0.56.05;0.00.14;110;何 か 伝統 野菜 みたい な 何 です 何 か なんとか 野菜 信州 伝統 野菜 プレミアム みたい な シール が 貼っ て ある 写真 も あり ます。;discussion;d;R;20;109;M;H
0.56.38;0.56.38;0.00.00;111;他 に気になることある方いないですか;discussion;d;Q;1;111;K;all
0.56.56;0.56.56;0.00.01;112;次 行き ます か;discussion;d;P;2;111;H;all
0.57.01;0.57.44;0.00.44;113;あと 最近 ちょっと 建築 物 作り の ホームページ で 話し合ってた　の を 見 て み た ん です けど 何 か あのー そんなに 有名 じゃ ない かも しれ ない ん です けど なんか 国内 製造 Made in Japan で お客様 の 仕様 に 応じ て カスタマイズ できる 何 か 会社 が あっ て 精密 機械 の な ん です けど ニーズ の 方 で もしか し たら ちょっと 繋げ られる か な って 思っ た の が あり まし た;discussion;d;O;3;113;M;all
0.57.49;0.57.50;0.00.01;114;精密 機器 の かすたむ;discussion;d;E;4;113;H;M
0.57.52;0.58.16;0.00.24;115;なんか あの おっきい 金曜 都会 より も その お客 さん の 何 だろ う オーダー メイド みたい な の が できる 会社 が あっ て 有限 会社 プライム システムズ っていう ちょっと 気 になりました;discussion;d;O;5;114;M;all
0.58.56;0.58.59;0.00.04;116;照明の会社ですか と 照明 の 会社あれ.;discussion;d;Q;6;115;H;M
0.59.01;0.59.02;0.00.01;117;照明;discussion;d;A;7;116;M;H
0.59.10;0.59.12;0.00.02;118;検索 し たら 兵庫 の 会社 が 出 て き まし た.;discussion;d;R;8;117;H;M
0.59.12;0.59.15;0.00.02;119;なんか長野県 .;discussion;d;R;9;118;M;H
0.59.15;0.59.15;0.00.00;120;あプライムシステムズ かすみません間違えました;discussion;d;R;10;119;H;M
0.59.34;0.59.40;0.00.06;121;こだわり の 一品 を 購入 する 人 っていう 登場 人物 とか に もしかしたら 使える かな;discussion;d;O;11;121;M;H
1.00.11;1.00.26;0.00.15;122;この なんか ホームページ 人技 を 探す という ところ を押すと どんな 技 かを 調べ られる っていう;discussion;d;O;12;122;K;all
1.01.08;1.01.18;0.00.09;123;ちょっと 確認。 今 不安 に なっ た けど。 40 分 まで に やら なきゃ いけ ない こと って どこ まで ですか;plan;c;Q;1;123;K;all
1.01.21;1.01.29;0.00.08;124;オレンジ 決め て 改めて また 青 に 行くって感じだと思う。 休憩 し て アイデアを;plan;c;A;2;123;H;K
1.01.35;1.01.36;0.00.02;125;オレンジ 行き ます か;plan;c;P;3;124;M;all
1.01.38;1.01.38;0.00.01;126;そうです ね;plan;c;G;4;125;H;M
1.01.40;1.01.41;0.00.01;127;行っちゃい ましょ う。;plan;c;G;5;125;K;M
1.01.54;1.01.59;0.00.04;128;強み 強み を;plan;c;O;6;127;H;
1.02.04;1.02.23;0.00.20;129;広く とらえ て いい です か ね 何 か 私 たち は こういう 人 です みたいな さっき 言っ て い た 感じ に 何 か 強く なく て も いい という か こういう こと に 興味 が ある レベル で も いい です か ね。;plan;c;Q;7;128;M;all
1.02.25;1.02.36;0.00.11;130;良いと思います ちょっと アレ な ん です か ね こ 国教とか に なる ん です か ね。 いや 思い まし た;plan;c;A;8;129;H;M
1.02.48;1.03.07;0.00.19;131;私 は 結構 やっ てる 今 学科 が 有機 EL とか 結構 電気 系 な ので うーむ 3 年 な ので 基礎 の 基礎 ぐらい しか 分かんないん です けど 光 とか だ と;discussion;d;O;1;131;H;all
